id,name,slug,created_at,updated_at,logo_url,logo_source,logo_status,logo_updated_at,aliases,audit_class,audit_confidence,audit_reason,audit_source
manufacturer-dicota-xum9z2,Dicota,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dicotasmart-gjuxrp,Dicotasmart,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-digitus-g1evf9,Digitus,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dodge-13f0l3,Dodge,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dokovacia-lef6f5,Dokovacia,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dokovacie-lef6f9,Dokovacie,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dreame-xzleqq,Dreame,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-duracell-vvt4ou,Duracell,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dvierka-9usssm,Dvierka,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dvojice-9rf15u,Dvojice,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dyson-13lprx,Dyson,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-e-t-a-12syio,E-t-a,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-earfun-y7ixs9,Earfun,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eaton-13q7fb,Eaton,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ecoflow-42y1up,Ecoflow,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-edbak-13rqp9,Edbak,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-edifier-3p79hi,Edifier,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eizo-19mft,EIZO,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-elatec-yda3iw,Elatec,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eleeels-xtid,Eleeels,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-elo-1hu0,Elo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-elopos-ydiymk,Elopos,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eltrinex-840nml,Eltrinex,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-enabot-yedbm7,Enabot,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-endorfy-ynx2p,Endorfy,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-energizer-hvkmbz,Energizer,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-enlogic-1321px,Enlogic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-epos-1afvz,Epos,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eqiva-14077s,Eqiva,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eques-140fpz,Eques,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ergosolid-j876mu,Ergosolid,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eset-19tct,ESET,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-eurocase-2uhm4j,Eurocase,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-evercade-5pyye5,Evercade,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-evolis-yj0tg8,Evolis,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-evolveo-4x0sqa,Evolveo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-faitron-9kbaa3,Faitron,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-farming-9p4s0c,Farming,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-feelworld-a3x764,Feelworld,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fellowes-1cfgz9,Fellowes,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fireangel-sfovaj,Fireangel,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fortron-gbw552,Fortron,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fotokonektor-hgc9x1,Fotokonektor,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fotopapier-9wta11,Fotopapier,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fractal-hhdolt,Fractal,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-freaks-yxonhs,Freaks,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-freewell-ocs692,Freewell,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fs-1rh,Fs,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-fujinon-j1kexr,Fujinon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-garett-z5m5t9,Garett,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-garni-14tr3n,Garni,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-gembird-q6rk2w,Gembird,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-gigabyte-fb0xgk,Gigabyte,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-gigaset-rzmu86,Gigaset,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-goobay-zd9ahf,Goobay,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-goodram-uyctgh,Goodram,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-gopro-152nj9,Gopro,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-govee-152rny,Govee,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-grandstream-ouu7ho,Grandstream,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hama-1c1nx,Hama,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hewlett-u09yrx,Hewlett,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hhp-1jyo,Hhp,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hid-1jz7,Hid,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hidratespark-kem0hy,Hidratespark,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hiksemi-sakjl4,Hiksemi,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hikvision-g5647m,Hikvision,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hmd-1k2n,Hmd,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hodiny-z700g9,Hodiny,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hohem-15m9vt,Hohem,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hollyland-dtt2g3,Hollyland,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-homematic-2niazp,Homematic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-honeywell-c7v90p,Honeywell,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hpe-1jct,HPE,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hpesmart-456v1o,Hpesmart,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hpm-1k5h,Hpm,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hpw-1k5r,Hpw,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hsm-1k82,Hsm,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-hyperkin-tkkqk,Hyperkin,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-i-tec-15068e,I-tec,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ibm-1kk4,Ibm,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-identive-16cans,Identive,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-iget-1csx9,Iget,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ihealth-e6tzq3,Ihealth,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-iiyam-162l2d,Iiyam,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-iiyama-jng090,iiyama,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-injektor-5rivd8,Injektor,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-intellinet-3sazuy,Intellinet,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-invoxia-b2yktq,Invoxia,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-itec-1d2jt,Itec,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-jednodielny-sks5i7,Jednodielny,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-joy-con-42y50p,Joy-con,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kaabo-170kl4,Kaabo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-karcher-c1tqby,Karcher,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kidde-175qqv,Kidde,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kingston-81seyx,Kingston,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kioxia-xuykzl,Kioxia,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-klein-177okp,Klein,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-komshine-8otw2q,Komshine,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-konix-179s7t,Konix,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-konnoc-xronoo,Konnoc,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-konvertor-1bc1q6,Konvertor,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-krimpovacie-pdlq2y,Krimpovacie,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kroll-17bpzc,Kroll,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-kw-trio-lf6ocl,Kw-trio,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lamax-17km27,Lamax,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-langie-xicaxi,Langie,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lark-1elqm,Lark,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lauben-xi7xth,Lauben,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ledlenser-swa11y,Ledlenser,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-levoit-xfzupv,Levoit,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lexar-17ne5s,Lexar,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lexi-net-x7g3fq,Lexi-net,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lexmak-xfymfc,Lexmak,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lexmark-spvioc,Lexmark,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lexus-17nen1,Lexus,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-livington-j32gba,Livington,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-logitech-yiw9gb,Logitech,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-lynx-1f3g7,Lynx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-macbook-tur5ns,Macbook,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-manhattan-sjd4v4,Manhattan,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-marimex-tmdtkb,Marimex,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mario-184ijo,Mario,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-marshall-59yx0u,Marshall,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-marvell-tm5oib,Marvell,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-maxcom-x14dhf,Maxcom,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-maxlink-tj17sy,Maxlink,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-medieval-dtq55z,Medieval,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mellanox-9zshrm,Mellanox,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mercusys-7a4127,Mercusys,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-metapace-6d7ya0,Metapace,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-metz-1fbr2,Metz,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-microchip-vkpzow,Microchip,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-microsoft-vl0clq,Microsoft,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mikrokiosk-20vpod,Mikrokiosk,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mimoriadne-h0tqy7,Mimoriadne,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mio-1noz,Mio,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mlx-1nrt,Mlx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-mobilis-n8ju6r,Mobilis,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-nacon-18o05r,Nacon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-nanlite-f04vdj,Nanlite,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-newland-cz0ej9,Newland,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-nextbase-oms678,Nextbase,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-niimbot-baidi0,Niimbot,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-nintendo-7kv7f9,Nintendo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-nisi-1g1o1,Nisi,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-noctua-wcqorm,Noctua,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-oki-1p7x,Oki,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-olynx-19f9wm,Olynx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-omnikey-5cqzra,Omnikey,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ondilo-vw8gc9,Ondilo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-opierka-6p2hcb,Opierka,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-opticon-6v6gss,Opticon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-optoma-vuuiwg,Optoma,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-oral-b-vu367x,Oral-b,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-orava-19im7d,Orava,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ozobot-vpg1h9,Ozobot,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-parallels-5kstlg,Parallels,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-particleshop-srfomc,Particleshop,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pdf-tools-mbnfhc,Pdf-tools,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pdf-xchange-gfoatv,Pdf-xchange,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pensando-6hwo42,Pensando,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-philips-hl82s1,Philips,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pixio-19x4o5,Pixio,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-plaud-19ykus,Plaud,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pny-1q1n,Pny,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pocketbook-rse99d,Pocketbook,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-podstavec-bzxgdj,Podstavec,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pokemon-kximr7,Pokemon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-polaroid-9zyqjw,Polaroid,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-powerup-l449q8,Powerup,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-premiumcord-wo3yiz,PremiumCord,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-printronix-zh7pv1,Printronix,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-printserver-y1byeo,Printserver,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-pro-1q4t,Pro,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-prodesk-metvhi,Prodesk,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-projekt-mexp81,Projekt,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-prolite-mez2d7,Prolite,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-promag-vcsk0q,Promag,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-qf2-1qjh,Qf2,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-qstar-1an7z7,Qstar,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-quadcast-kcdihm,Quadcast,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-qumulo-uu4nm9,Qumulo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-rapoo-1avg69,Rapoo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-realme-um3l7u,Realme,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-redmi-1axr65,Redmi,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-redukce-pktguv,Redukce,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-redukcia-bl4woc,Redukcia,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-reflecta-as3mvw,Reflecta,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-remienok-7iffv0,Remienok,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-reolink-pexife,Reolink,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-revirt-ulq8l4,Revirt,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-reyee-1ay6jq,Reyee,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-rhinotech-ai5gtm,Rhinotech,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-riadiaca-pl6imo,Riadiaca,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ricoh-1b0af9,Ricoh,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-roborock-7wnh2p,Roborock,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-robotime-7wmbbd,Robotime,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-rozbaleno-tp7liu,Rozbaleno,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-rozhranie-wsmzo0,Rozhranie,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-salente-cohgmg,Salente,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-samsonite-i0e94p,Samsonite,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
